Word	Meaning
硬通货	1
硬卧	1
硬武器	1
硬席	1
硬性	1
硬玉	1
硬仗	1
硬着头皮	1
硬挣	2
硬指标	1
硬着陆	2
硬座	1
暎	1
媵	3
育	4
哟	2
唷	1
佣	1
佣工	1
拥	6
拥抱	1
拥戴	1
拥堵	1
拥趸	1
拥护	1
拥挤	2
拥军	1
拥军优属	1
拥塞	1
拥有	1
拥政爱民	1
痈	1
痈疽	1
邕	2
邕剧	1
庸	2
庸才	1
庸夫	1
庸碌	1
庸人	1
庸人自扰	1
庸俗	1
庸医	1
庸中佼佼	1
嗈	1
鄘	1
雍	2
雍容	1
雍正	1
墉	1
慵	1
镛	1
壅	2
壅塞	1
臃	1
臃肿	2
雝	1
鳙	1
饔	1
饔飧不继	1
喁	1
喁喁	2
颙	2
永	2
永别	1
永垂不朽	1
永存	1
永恒	1
永嘉	1
永久	1
永诀	1
永乐	1
永眠	1
永生	2
永生永世	1
永世	1
永逝	2
永续	1
永远	1
永驻	1
甬	2
甬道	2
甬路	1
咏	2
咏怀	1
咏叹	1
咏叹调	1
泳	1
泳程	1
泳池	1
泳道	1
泳镜	1
泳坛	1
泳衣	1
泳装	1
俑	1
勇	3
勇敢	1
勇悍	1
勇决	1
勇力	1
勇猛	1
勇气	1
勇士	1
勇往直前	1
勇武	1
勇于	1
埇	1
涌潮	1
涌流	1
涌现	1
恿	1
湧	2
蛹	1
踊	1
踊跃	2
鲬	1
用	9
用兵	1
用材林	1
用餐	1
用场	1
用处	1
用典	1
用度	1
用法	1
用饭	1
用费	1
用工	1
用功	2
用户	1
用户界面	1
用劲	1
用具	1
用力	1
用命	1
用品	1
用人	1
用膳	1
用舍行藏	1
用事	3
用途	1
用武	1
用项	1
用心	1
用刑	1
用行舍藏	1
用意	1
用印	1
用语	2
佣金	1
佣钱	1
优	1
优待	1
优等	1
优点	1
优抚	1
优厚	1
优弧	1
优化	1
优惠	1
优惠待遇	1
优价	2
优良	1
优劣	1
优伶	1
优美	1
优盘	1
优容	1
优柔	3
优柔寡断	1
优生	1
优胜	1
优势	1
优渥	1
优先	1
优秀	1
优选	1
优选法	1
优雅	2
优异	1
优游	2
优育	1
优遇	1
优裕	1
优越	1
优越感	1
优质	1
攸	2
忧	5
忧愁	1
忧烦	1
忧愤	1
忧患	1
忧惧	1
忧虑	1
忧闷	1
忧戚	1
忧伤	1
忧心	2
忧心忡忡	1
忧心如焚	1
忧悒	1
忧郁	1
呦	1
呦呦	1
幽	2
幽暗	1
幽闭	2
幽愤	1
幽谷	1
幽会	1
幽魂	1
幽寂	1
幽禁	1
幽静	1
幽灵	1
幽美	1
幽门	1
幽眇	1
幽明	1
幽冥	2
幽默	1
幽期	1
幽情	1
幽囚	1
幽趣	1
幽深	1
幽思	2
幽邃	1
幽宛	1
幽婉	1
幽微	2
幽闲	2
幽娴	1
幽香	1
幽夐	1
幽雅	1
幽咽	2
幽忧	1
幽幽	2
幽远	1
幽怨	1
悠	1
悠长	1
悠荡	1
悠忽	1
悠久	1
悠谬	1
悠缪	1
悠然	1
悠闲	1
悠扬	1
悠悠	4
悠游	2
悠远	2
悠着	1
麀	1
鄾	1
耰	2
尤	2
尤其	1
尤甚	1
尤为	1
尤物	1
尤异	1
由	10
由不得	2
由打	2
由得	1
由来	2
由头	1
由于	2
由衷	1
邮	4
邮包	1
邮编	1
邮差	1
邮车	1
邮船	1
邮戳	1
邮袋	1
邮递	1
邮递员	1
邮电	1
邮电局	1
邮费	1
邮购	1
邮花	1
邮汇	1
邮集	1
邮寄	1
邮件	1
邮局	1
邮轮	1
邮迷	1
邮票	1
邮品	1
邮市	2
邮亭	1
邮筒	1
邮箱	3
邮展	1
邮折	1
邮政	1
邮政编码	1
邮政局	1
邮资	1
犹	2
犹大	1
犹然	1
犹如	1
犹太教	1
犹太人	1
犹疑	1
犹豫	1
犹自	1
油	5
油泵	1
油饼	1
油布	1
油彩	1
油菜	2
油层	1
油茶	1
油茶面儿	1
油船	1
油灯	1
油底子	1
油坊	1
油橄榄	2
油工	1
油垢	1
油光	1
油鬼	1
油耗	1
油乎乎	1
油葫芦	1
油花	1
油滑	1
油画	1
油灰	1
油煎火燎	1
油脚	1
油井	1
油矿	2
油亮	1
油料作物	1
油篓	1
油绿	1
油轮	1
油麦	1
油麦菜	1
油毛毡	1
油门	1
油苗	1
油墨	1
油泥	1
油腻	2
油皮	3
油品	1
油漆	2
油气	1
油气田	1
油腔滑调	1
油然	2
油石	1
油饰	1
油水	2
油酥	1
油田	1
油田伴生气	1
油田气	1
油条	2
油桐	1
油头粉面	1
油头滑脑	1
油汪汪	2
油污	1
油香	1
油箱	1
油型气	1
油性	1
油烟	1
油印	1
油炸鬼	1
油毡	1
油脂	1
油脂麻花	1
油纸	1
油子	2
油渍	1
油嘴	1
油嘴滑舌	1
柚	2
疣	1
斿	2
莜	2
莜麦菜	1
莸	2
铀	1
蚰	2
鱿	1
游	8
游伴	1
游程	3
游船	1
游荡	3
游方	1
游舫	1
游逛	1
游击	1
游击队	1
游击战	1
游记	1
游街	1
游客	1
游览	1
游廊	1
游乐	1
游离	2
游离基	1
游离态	1
游历	1
游轮	1
游民	1
游牧	1
游憩	1
游禽	1
游人	1
游刃有余	1
游山玩水	1
游手好闲	1
游水	1
游说	1
游丝	2
游艇	1
游玩	3
游戏	2
游戏规则	1
游戏机	1
游侠	1
游仙诗	1
游乡	2
游行	2
游兴	1
游学	1
游医	1
游移	2
游弋	2
游艺	1
游艺会	1
游泳	2
游泳池	1
游园	1
游园会	1
游资	1
游子	1
游走	2
楢	1
鲉	1
猷	1
蝣	1
友	3
友爱	1
友邦	1
友好	2
友军	1
友邻	2
友情	1
友人	1
友善	1
友谊	1
友谊赛	1
有	1
有碍	1
有板有眼	1
有备无患	1
有鼻子有眼儿	1
有差	1
有偿	1
有偿新闻	1
有成	1
有待	1
有得	1
有的	1
有的是	1
有底	1
有的放矢	1
有点儿	1
有方	1
有感	1
有关	2
有轨电车	1
有过之无不及	1
有恒	1
有会子	1
有机	2
有机玻璃	1
有机肥料	1
有机化合物	1
有机化学	1
有机农业	1
有机食品	1
有机体	1
有机物	1
有机质	1
有价证券	1
有教无类	1
有劲	2
有旧	1
有救	1
有口皆碑	1
有口难分	1
有口无心	1
有赖	1
有劳	1
有理	1
有理式	1
有理数	1
有力	1
有利	1
有两下子	1
有零	1
有门儿	1
有名	1
有名无实	1
有目共睹	1
有目共赏	1
有奶便是娘	1
有年	1
有盼儿	1
有谱儿	1
有期徒刑	1
有气无力	1
有顷	1
有请	1
有求必应	1
有趣	1
有染	2
有日子	2
有如	1
有色金属	1
有色人种	1
有色眼镜	1
有身子	1
有神论	1
有生力量	2
有生以来	1
有生之年	1
有声片儿	1
有声片	1
有声有色	1
有时	1
有识之士	1
有始无终	1
有始有终	1
有恃无恐	1
有数	2
有司	1
有损	1
有条不紊	1
有头无尾	1
有头有脸	1
有头有尾	1
有望	1
有为	1
有…无…	4
有喜	1
有戏	1
有隙可乘	1
有限	2
有限责任公司	1
有线电视	1
有线广播	1
有线通信	1
有效	1
有效期	2
有效射程	1
有些	2
有心	2
有心人	1
有形	1
有形损耗	1
有形资产	1
有幸	1
有性生殖	1
有血有肉	1
有言在先	1
有眼不识泰山	1
有眼无珠	1
有氧运动	1
有一搭没一搭	2
有益	1
有意	3
有意识	1
有意思	3
有用功	1
有…有…	2
有余	2
有缘	1
有朝一日	1
有着	1
有枝添叶	1
有志者事竟成	1
有致	1
有种	1
有罪推定	1
酉	2
酉时	1
卣	1
羑	1
莠	2
铕	1
槱	1
牖	1
黝	1
黝暗	1
黝黯	1
黝黑	3
又	8
又及	1
右	11
右边	1
右面	1
右派	1
右倾	1
右倾机会主义	1
右手	2
右首	1
右翼	2
幼	3
幼虫	1
幼儿	1
幼儿教育	1
幼儿园	1
幼功	1
幼教	1
幼林	1
幼苗	1
幼年	1
幼体	1
幼小	1
幼稚	2
幼稚病	1
幼稚园	1
幼株	1
幼子	1
佑	2
侑	1
狖	1
柚子	1
囿	2
宥	1
诱	2
诱变	1
诱捕	1
诱导	3
诱饵	1
诱发	2
诱供	1
诱拐	1
诱惑	2
诱奸	1
诱骗	1
诱杀	1
诱降	1
诱胁	1
诱掖	1
诱因	1
诱致	1
蚴	1
釉	1
釉质	1
釉子	1
鼬	1
鼬獾	1
迂	2
迂夫子	1
迂腐	1
迂缓	1
迂回	2
迂阔	1
迂曲	1
迂执	1
迂拙	1
纡	2
纡回	1
纡徐	1
淤	6
淤灌	1
淤积	1
淤泥	1
淤塞	1
淤血	1
淤滞	2
于	1
于今	2
于思	1
于是	1
与	1
予	1
予取予求	1
邘	1
伃	1
玙	1
欤	2
余	3
余波	1
余存	1
余党	1
余地	1
余毒	1
余额	2
余风	1
余割	1
余晖	1
余悸	1
余角	1
余烬	2
余力	1
余沥	1
余粮	1
余脉	1
余年	1
余孽	1
余切	1
余缺	1
余热	2
余色	1
余生	2
余剩	1
余数	1
余外	1
余威	1
余味	1
余暇	1
余下	1
余弦	1
余兴	2
余音	1
余音绕梁	1
余勇可贾	1
余裕	1
余韵	1
余震	1
妤	1
盂	1
盂兰盆会	1
臾	1
鱼	2
鱼白	1
鱼鳔	1
鱼翅	1
鱼虫	1
鱼唇	1
鱼刺	1
鱼肚	1
鱼肚白	1
鱼饵	1
鱼粉	1
鱼肝油	1
鱼鼓	1
鱼鼓道情	1
鱼贯	1
鱼花	1
鱼胶	2
鱼具	1
鱼雷	1
鱼雷艇	1
鱼鳞	1
鱼鳞坑	1
鱼龙混杂	1
鱼米之乡	1
鱼苗	1
鱼目混珠	1
鱼漂	1
鱼肉	1
鱼石螈	1
鱼水	1
鱼水情	1
鱼死网破	1
鱼松	1
鱼网	1
鱼尾纹	1
鱼鲜	1
鱼腥草	1
鱼汛	1
鱼雁	1
鱼秧子	1
鱼鹰	2
鱼游釜中	1
鱼子	1
禺	2
竽	1
舁	1
俞	2
俞允	1
狳	1
馀	2
谀	1
谀词	1
谀辞	1
娱	2
娱乐	2
娱乐圈	1
萸	1
雩	1
渔	2
渔霸	1
渔产	1
渔场	1
渔船	1
渔村	1
渔夫	1
渔港	1
渔歌	1
渔鼓	2
渔鼓道情	1
渔火	1
渔家	1
渔具	1
渔捞	1
渔利	2
渔猎	3
渔轮	1
渔民	1
渔人之利	1
渔网	1
渔翁	1
渔汛	1
渔业	1
渔政	1
渔舟	1
隅	2
揄	1
揄扬	2
嵎	2
嵛	1
畬	1
逾	3
逾常	1
逾分	1
逾期	1
逾越	1
腴	2
渝	2
愉	1
愉快	1
愉悦	1
瑜	3
瑜伽	1
瑜珈	1
榆	2
榆荚	1
榆钱	1
榆叶梅	1
虞美人	1
愚	4
愚笨	1
愚不可及	1
愚痴	1
愚蠢	1
愚钝	1
愚公移山	1
愚见	1
愚陋	1
愚鲁	1
愚昧	1
愚氓	1
愚蒙	1
愚民政策	1
愚弄	1
愚懦	1
愚顽	1
愚妄	1
愚意	1
愚拙	1
艅	1
觎	1
歈	2
舆	1
舆论	1
舆情	1
舆图	1
窬	1
褕	1
蝓	1
髃	1
与共	1
与虎谋皮	1
与其	1
与人为善	1
与日俱增	1
与时俱进	1
与世长辞	1
予人口实	1
予以	1
屿	1
伛	1
伛偻	1
宇	5
宇航	1
宇航技术	1
宇文	1
宇宙	2
宇宙尘	1
宇宙飞船	1
宇宙观	1
宇宙火箭	1
宇宙空间	1
宇宙射线	1
宇宙速度	1
羽	1
羽缎	1
羽冠	1
羽化	1
羽毛	2
羽毛球	2
羽毛未丰	1
羽绒	1
羽纱	1
羽扇	1
羽坛	1
羽翼	1
雨	1
雨布	1
雨点	1
雨刮器	1
雨后春笋	1
雨花石	1
雨季	1
雨脚	1
雨具	1
雨量	1
雨林	1
雨露	1
雨幕	1
雨披	1
雨前	1
雨情	1
雨伞	1
雨刷	1
雨水	2
雨丝	1
雨凇	1
雨蛙	1
雨雾	1
雨鞋	1
雨靴	1
雨衣	1
雨意	1
俣	1
禹	2
语	1
语病	1
语词	1
语调	1
语段	1
语法	2
语法学	1
语感	1
语汇	1
语境	1
语句	1
语料	1
语料库	1
语录	1
语气	2
语塞	1
语素	1
语速	1
语体	1
语体文	1
语文	2
语无伦次	1
语系	1
语序	1
语焉不详	1
语言	2
语言学	1
语义	1
语义学	1
语意	1
语音	1
语音学	1
语用学	1
语种	1
语重心长	1
语助词	1
语族	1
圄	1
敔	1
圉	1
偊	1
鄅	1
庾	2
瑀	1
瘐	1
瘐死	1
龉	1
窳	1
窳败	1
窳惰	1
窳劣	1
与会	1
与闻	1
玉	4
玉帛	1
玉成	1
玉带	1
玉帝	1
玉雕	1
玉皇大帝	1
玉茭	1
玉洁冰清	1
玉兰	2
玉兰片	1
玉麦	1
玉米	2
玉米面	1
玉佩	1
玉器	1
玉搔头	1
玉色	1
玉石	1
玉石俱焚	1
玉蜀黍	1
玉碎	1
玉体	2
玉兔	1
玉玺	1
玉音	1
玉宇	2
玉簪	3
玉照	1
驭	2
驭手	1
芋	3
芋艿	2
芋头	4
吁请	1
吁求	1
聿	1
饫	1
妪	1
郁	2
郁愤	1
郁积	1
郁结	1
郁金香	2
郁闷	1
郁热	1
郁悒	1
郁郁	2
郁郁苍苍	1
郁郁葱葱	1
育才	1
育雏	1
育肥	1
育林	1
育龄	1
育苗	1
育秧	1
育种	1
昱	2
狱	2
狱霸	1
狱警	1
狱卒	1
彧	1
峪	1
钰	1
浴	1
浴场	1
浴池	2
浴缸	1
浴巾	1
浴盆	1
浴室	2
浴血	1
浴液	1
浴衣	1
浴罩	1
预	1
预案	1
预报	1
预备	1
预备役	1
预卜	1
预测	1
预产期	1
预订	1
预定	1
预断	1
预防	1
预付	1
预付款	1
预感	2
预告	2
预购	1
预后	1
预会	1
预计	1
预检	1
预见	2
预警	1
预警机	1
预考	1
预科	1
预亏	1
预料	2
预谋	1
预期	1
预热	1
预赛	1
预审	2
预示	1
预收	1
预售	1
预算	2
预算赤字	1
预闻	1
预习	1
预先	1
预想	2
预行	1
预选	1
预选赛	1
预言	2
预演	1
预约	1
预展	1
预兆	2
预支	1
预知	1
预制构件	1
预祝	1
域	2
域名	1
堉	1
欲	5
欲罢不能	1
欲盖弥彰	1
欲壑难填	1
欲火	1
欲加之罪，何患无辞	1
欲念	1
欲擒故纵	1
欲速则不达	1
欲望	1
阈	1
淯	1
谕	1
谕旨	1
尉迟	1
尉犁	1
棫	1
遇	4
遇刺	1
遇害	1
遇合	2
遇见	1
遇救	1
遇难	2
遇事生风	1
遇险	1
喻	4
喻示	1
喻世	1
喻义	1
御	1
御笔	1
御寒	1
御驾	1
御林军	1
御手	1
御侮	1
御用	2
鹆	1
寓	4
寓邸	1
寓公	1
寓居	1
寓目	1
寓所	1
寓言	2
寓意	1
寓于	1
裕	3
裕固族	1
裕如	2
粥	1
矞	1
蓣	1
罭	1
愈	2
愈合	1
愈加	1
愈演愈烈	1
愈益	1
煜	1
滪	1
誉	3
誉称	2
蜮	1
毓	2
薁	1
潏	1
熨	1
遹	1
豫	1
豫剧	1
燠	1
燠热	1
燏	1
鹬	1
鹬蚌相争，渔人得利	1
鹬鸵	1
鬻	1
鸢	1
眢	2
鸳	1
鸳鸯	1
冤	4
冤案	1
冤仇	1
冤大头	1
冤魂	1
冤家	2
冤家路窄	1
冤孽	1
冤情	1
冤屈	5
冤头	1
冤枉	3
冤枉路	1
冤枉钱	1
冤狱	1
渊	3
渊博	1
渊海	1
渊深	1
渊薮	1
渊源	1
蜎	1
蜎蜎	1
鹓	1
箢	1
箢篼	1
箢箕	1
元	2
元宝	1
元宝槭	1
元旦	1
元恶	1
元件	1
元老	1
元煤	1
元谋猿人	1
元年	3
元配	1
元气	1
元器件	1
元曲	1
元日	1
元戎	1
元首	2
元帅	2
元素	3
元素符号	1
元宵	2
元宵节	1
元凶	1
元勋	1
元夜	1
元音	1
元鱼	1
元元本本	1
元月	1
园	3
园地	2
园丁	2
园林	1
园圃	1
园区	1
园田	1
园艺	1
园囿	1
园子	3
员	1
员额	1
员工	1
员司	1
员外	2
沅	2
垣	3
爰	3
袁	1
原	2
原版	2
原本	1
原材料	1
原虫	1
原初	1
原创	1
原创性	1
原电池	1
原动机	1
原动力	1
原封	1
原稿	1
原告	1
原鸽	1
原故	1
原核生物	1
原鸡	1
原籍	1
原价	1
原件	1
原矿	1
原来	3
原理	1
原粮	1
原谅	1
原料	1
原麻	1
原毛	1
原貌	1
原煤	1
原蜜	1
原棉	1
原木	1
原配	1
原人	1
原色	1
原审	1
原生动物	1
原生林	1
原生质	1
原声带	1
原始	2
原始公社	1
原始积累	1
原始林	1
原始群	1
原始社会	1
原诉	1
原索动物	1
原汤	1
原田	1
原委	1
原文	2
原先	1
原形	1
原形毕露	1
原型	1
原盐	1
原样	1
原野	1
原意	1
原因	1
原由	1
原油	1
原宥	1
原原本本	1
原则	2
原汁原味	1
原职	1
原址	1
原纸	1
原种	1
原主	1
原著	1
原装	2
原状	1
原子	1
原子弹	1
原子核	1
原子量	1
原子能	1
原子团	1
原子武器	1
原子序数	1
原子质量单位	1
原子钟	1
原罪	1
原作	2
圆	8
圆白菜	1
圆柏	1
圆场	1
圆成	1
圆房	1
圆钢	1
圆鼓鼓	1
圆规	1
圆滚滚	1
圆号	1
圆滑	1
圆谎	1
圆浑	2
圆寂	1
圆笼	1
圆颅方趾	1
圆满	1
圆梦	2
圆盘耙	1
圆圈	1
圆全	1
圆融	1
圆润	2
圆实	1
圆熟	2
圆台	1
圆通	1
圆舞曲	1
圆心	1
圆心角	1
圆凿方枘	1
圆周	1
圆周角	1
圆周率	1
圆珠笔	1
圆柱	1
圆锥	1
圆桌	1
圆桌会议	1
圆子	2
鼋	1
鼋鱼	1
援	3
援兵	1
援建	1
援救	1
援军	1
援款	1
援例	1
援手	1
援外	1
援引	2
援用	2
援助	1
湲	1
媛	1
缘	7
缘分	1
缘故	1
缘何	1
缘木求鱼	1
缘起	2
缘石	1
缘由	1
塬	1
猿	1
猿猴	1
猿人	1
源	3
源流	1
源泉	2
源头	1
源源	1
源源本本	1
源远流长	2
嫄	1
辕	3
辕骡	1
辕马	1
辕门	1
辕子	1
橼	1
螈	1
羱	1
羱羊	1
远	5
远程	1
远程教育	1
远大	1
远道	1
远地点	1
远东	1
远方	1
远房	1
远古	1
远海	1
远航	1
远见	1
远交近攻	1
远郊	1
远近	2
远景	2
远客	1
远虑	1
远门	2
远谋	1
远亲	1
远日点	1
远视	2
远水解不了近渴	1
远水救不了近火	1
远眺	1
远行	1
远扬	1
远洋	1
远因	1
远征	1
远志	1
远走高飞	1
远足	1
远祖	1
苑	3
怨	2
怨不得	4
怨敌	1
怨毒	1
怨怼	1
怨愤	2
怨府	1
怨恨	2
怨偶	1
怨气	1
怨声载道	1
怨天尤人	1
怨望	1
怨言	1
怨艾	1
院	5
院本	1
院画	1
院落	1
院士	1
院体画	1
院线	1
院子	1
垸	1
垸子	1
衏	1
掾	1
瑗	1
愿	4
愿景	1
愿望	1
愿心	2
愿意	2
曰	3
约定	1
约定俗成	1
约法	1
约法三章	1
约访	1
约分	1
约会	2
约集	1
约计	1
约见	1
约据	1
约略	2
约摸	1
约莫	2
约期	3
约请	1
约束	1
约数	1
约同	1
约言	1
矱	1
彟	2
月	5
月白	1
月半	1
月报	2
月饼	1
月城	1
月初	1
月底	1
月洞门	1
月度	1
月份	1
月份牌	1
月工	1
月供	1
月宫	1
月光	1
月桂	1
月黑天	1
月华	2
月季	2
月经	2
月经带	1
月均	1
月刊	1
月老	1
月历	1
月利	1
月例	2
月亮	1
月亮门儿	1
月令	1
月轮	1
月杪	1
月末	1
月偏食	1
月票	1
月钱	1
月琴	1
月球	1
月球车	1
月球站	1
月全食	1
月嫂	1
月色	1
月食	1
月台	3
月头儿	2
月息	1
月下老人	1
月相	1
月薪	1
月牙	1
月夜	1
月晕	1
月氏	1
月中	1
月终	1
月子	2
月子病	1
乐池	1
乐队	1
乐府	1
乐歌	2
乐理	1
乐律	1
乐评	1
乐谱	1
乐器	1
乐清	1
乐曲	1
乐师	1
乐坛	1
乐团	1
乐舞	1
乐音	1
乐章	1
乐正	1
刖	1
抈	2
玥	1
岳	4
岳父	1
岳家	1
岳母	1
岳丈	1
钺	1
阅	4
阅兵	1
阅读	1
阅卷	1
阅览	1
阅历	2
阅批	1
阅世	1
悦	3
悦耳	1
悦服	1
悦目	1
跃	2
跃层	1
跃进	2
跃居	1
跃迁	1
跃然	1
跃然纸上	1
跃升	1
跃跃欲试	1
跃增	1
越	3
越冬	1
越冬作物	1
越发	2
越轨	1
越过	1
越级	1
越加	1
越界	1
越境	1
越剧	1
越礼	1
越权	1
越位	2
越野	1
越野车	1
越野赛	1
越野赛跑	1
越狱	1
越俎代庖	1
粤	2
粤菜	1
粤剧	1
粤绣	1
粤语	1
樾	1
龠	1
黦	1
瀹	2
爚	1
籰	1
晕	3
晕厥	1
晕头转向	1
缊	2
氲	1
煴	1
赟	1
云	2
云板	1
云版	1
云豹	1
云鬓	1
云彩	1
云层	1
云豆	1
云端	1
云朵	1
云海	1
云汉	2
云集	1
云锦	1
云谲波诡	1
云量	1
云锣	1
云母	1
云泥之别	1
云片糕	1
云气	1
云雀	1
云散	1
云散风流	1
云山雾罩	2
云杉	1
云梯	1
云天	1
云头	1
云头儿	1
云图	1
云雾	1
云霞	1
云消雾散	1
云霄	1
云崖	1
云烟	1
云翳	2
云游	1
云雨	1
云云	1
云蒸霞蔚	1
匀	3
匀称	1
匀兑	1
匀乎	4
匀和	2
匀净	1
匀脸	1
匀溜	1
匀实	1
匀速运动	1
匀停	1
匀整	1
芸	1
芸豆	1
芸薹	1
芸香	1
芸芸	1
芸芸众生	1
沄	1
妘	1
纭	1
昀	1
畇	1
郧	2
耘	1
耘锄	1
耘耥	1
涢	1
筼	1
鋆	1
允	1
允当	1
允诺	1
允许	1
允准	1
狁	1
陨	1
陨落	1
陨灭	2
陨石	1
陨铁	1
陨星	1
殒	1
殒灭	1
殒命	1
殒身	1
孕	2
孕畜	1
孕妇	1
孕期	1
孕穗	1
孕吐	1
孕育	1
运	1
运笔	1
运筹	1
运筹帷幄	1
运筹学	1
运单	1
运道	1
运动	1
运动场	1
运动负荷	1
运动会	1
运动健将	1
运动量	1
运动神经	1
运动员	1
运动战	1
运费	1
运河	1
运斤成风	1
运力	1
运量	1
运能	1
运气	2
运输	1
运输机	1
运输舰	1
运思	1
运送	1
运算	1
运算器	1
运销	1
运行	1
运营	2
运用	1
运载	1
运载火箭	1
运转	3
运作	1
郓	2
恽	1
晕场	1
晕车	1
晕池	1
晕船	1
晕高儿	1
晕机	1
晕血	1
晕针	1
酝	2
酝酿	1
愠	1
愠色	1
韫	1
韵	4
韵白	2
韵调	1
韵腹	1
韵脚	1
韵律	1
韵律体操	1
韵母	1
韵目	1
韵事	1
韵书	1
韵头	1
韵尾	1
韵味	2
韵文	1
韵语	1
韵致	1
蕴	3
蕴藏	1
蕴含	1
蕴涵	2
蕴藉	1
蕴蓄	1
熨斗	1
扎	1
扎染	2
匝	4
匝道	1
匝地	1
咂	3
咂摸	1
咂儿	1
咂舌	1
咂嘴	1
拶	1
臜	1
杂	3
杂拌儿	2
杂处	1
杂凑	1
杂费	2
杂感	2
杂烩	2
杂活儿	1
杂和菜	1
杂和面儿	1
杂货	1
杂记	2
杂技	1
杂家	2
杂交	1
杂交种	1
杂居	1
杂剧	1
杂粮	1
杂乱	1
杂乱无章	1
杂面	1
杂念	1
杂牌	1
杂品	1
杂七杂八	1
杂糅	1
杂食	2
杂事	1
杂书	2
杂耍	1
杂税	1
杂说	3
杂碎	1
杂沓	1
杂文	1
杂务	1
杂物	1
杂项	1
杂音	1
杂院儿	1
杂志	2
杂质	1
杂种	2
杂字	1
咱	1
砸	3
砸饭碗	1
砸锅	1
砸锅卖铁	1
砸牌子	1
咋	1
灾	2
灾变	1
灾害	1
灾患	1
灾荒	1
灾祸	1
灾民	1
灾难	1
灾情	1
灾区	1
灾殃	1
灾异	1
甾	1
哉	2
栽	2
栽跟头	3
栽面	1
栽培	3
栽绒	1
栽赃	1
栽植	1
栽种	1
栽子	1
烖	1
仔	1
载	1
宰	2
宰割	1
宰客	1
宰人	1
宰杀	1
宰牲节	1
宰相	1
宰制	1
崽	2
崽子	1
再	3
再版	1
再保险	1
再不	1
再次	1
再度	1
再犯	2
再会	1
再婚	1
再嫁	1
再见	1
再醮	1
再接再厉	1
再就业	1
再三	1
再审	2
再生	3
再生产	1
再生父母	1
再生水	1
再世	3
再衰三竭	1
再说	2
再现	1
再造	1
再则	1
再者	1
在	8
在案	1
在编	1
在册	1
在场	1
在读	1
在岗	1
在行	1
在乎	2
在即	1
在家	2
在建	1
在教	2
在劫难逃	1
在理	1
在内	1
在聘	1
在谱	1
在世	1
在逃	1
在天之灵	1
在望	2
在位	2
在握	1
在下	1
在先	3
在线	1
在心	1
在押	1
在野	1
在业	1
在意	1
在于	2
在在	1
在职	1
在座	1
载波	1
载畜量	1
载歌载舞	1
载荷	1
载客	1
载送	1
载体	2
载誉	1
载运	1
载重	1
傤	3
	1
糌	1
簪	2
簪子	1
咱们	2
拶指	1
拶子	1
昝	1
噆	2
趱	1
暂	2
暂缓	1
暂且	1
暂时	1
暂停	2
暂星	1
暂行	1
錾	2
錾刀	1
錾子	1
赞	5
赞不绝口	1
赞成	2
赞歌	1
赞礼	2
赞美	1
赞美诗	1
赞佩	1
赞赏	1
赞颂	1
赞叹	1
赞同	1
赞许	1
赞扬	1
赞语	1
赞誉	1
赞助	1
瓒	1
赃	1
赃车	1
赃官	1
赃款	1
赃物	1
脏	1
脏病	1
脏话	1
脏土	1
脏兮兮	1
脏字	1
牂	1
牂牁	1
牂牂	1
臧	2
臧否	1
驵	1
驵侩	1
脏腑	1
脏器	1
奘	1
葬	2
葬礼	1
葬埋	1
葬身	1
葬式	1
葬送	1
藏传佛教	1
藏红花	2
藏蓝	1
藏历	1
藏历年	1
藏羚	1
藏青	1
藏青果	1
藏戏	1
藏香	1
藏药	1
藏医	2
藏原羚	1
藏族	1
遭	2
遭逢	1
遭际	3
遭劫	1
遭难	1
遭受	1
遭殃	1
遭遇	2
遭遇战	1
遭罪	1
糟	4
糟改	1
糟糕	1
糟害	1
糟践	1
糟糠	1
糟粕	1
糟踏	1
糟蹋	2
糟心	1
凿	1
凿空	1
凿枘	2
凿岩机	1
凿凿	1
凿子	1
早	6
早安	1
早班	1
早半天儿	1
早餐	1
早操	1
早茶	1
早产	1
早场	1
早车	1
早晨	1
早出晚归	1
早春	1
早稻	1
早点	1
早饭	1
早慧	1
早婚	1
早恋	1
早年	2
早期	1
早期白话	1
早秋	1
早日	2
早上	1
早市	2
早熟	2
早衰	1
早霜	1
早退	1
早晚	4
早先	1
早已	2
早育	1
早早儿	1
早造	1
枣	3
枣红	1
枣泥	1
枣子	1
蚤	1
澡	1
澡盆	1
澡堂	1
澡塘	3
璪	1
藻	4
藻花	1
藻井	1
藻类植物	1
藻饰	1
皂	3
皂白	1
灶	3
灶火	3
灶具	1
灶君	1
灶神	1
灶膛	1
灶头	1
灶王爷	1
灶屋	1
唣	1
造	3
造册	1
造次	2
造反	1
造访	1
造福	1
造化	1
造假	1
造价	1
造就	2
造句	1
造林	1
造孽	1
造市	1
造势	1
造物	1
造物主	1
造像	1
造形	2
造型	3
造型艺术	1
造血	1
造谣	1
造诣	1
造影	1
造作	1
慥	1
噪	4
噪声	2
噪声污染	1
噪音	3
簉	1
燥	1
燥热	1
躁	1
躁动	2
则	3
则声	1
责	4
责备	1
责编	1
责成	1
责罚	1
责怪	1
责令	1
责骂	1
责难	1
责任	2
责任编辑	1
责任感	1
责任事故	1
责任心	1
责任制	1
责问	1
责无旁贷	1
责有攸归	1
择	2
择吉	1
