word	count1	flag1	count0	flag0	all	score
一男一女	0	l	5	l	5	-1.0
去去	0	t	5	t	5	-1.0
庆云	0	ns	5	ns	5	-1.0
救急	0	vn	5	vn	5	-1.0
附中	0	f	5	f	5	-1.0
小王	0	nr	5	nr	5	-1.0
李妈	0	nr	5	nr	5	-1.0
泡汤	0	n	5	n	5	-1.0
好手	0	v	5	v	5	-1.0
一概	0	d	5	d	5	-1.0
大黄	0	b	5	b	5	-1.0
门框	0	n	5	n	5	-1.0
正忙着	0	l	5	l	5	-1.0
投向	0	n	5	n	5	-1.0
几百	0	m	5	m	5	-1.0
筹集	0	v	5	v	5	-1.0
口渴	0	n	5	n	5	-1.0
谈笑风生	0	i	5	i	5	-1.0
警方	0	n	5	n	5	-1.0
惹事	0	v	5	v	5	-1.0
里屋	0	n	5	n	5	-1.0
不雅	0	a	5	a	5	-1.0
乐安	0	nr	5	nr	5	-1.0
紧跟	0	v	5	v	5	-1.0
本着	0	p	5	p	5	-1.0
杀害	0	v	5	v	5	-1.0
顺理成章	0	i	5	i	5	-1.0
务必	0	d	5	d	5	-1.0
李庭天	0	nr	5	nr	5	-1.0
一辆车	0	n	5	n	5	-1.0
道行	0	j	5	j	5	-1.0
万多	0	m	5	m	5	-1.0
计划生育	0	l	5	l	5	-1.0
搞不好	0	v	5	v	5	-1.0
揭穿	0	v	5	v	5	-1.0
将门	0	n	5	n	5	-1.0
奶油	0	n	5	n	5	-1.0
老婆大人	0	nr	5	nr	5	-1.0
灵堂	0	nr	5	nr	5	-1.0
接济	0	n	5	n	5	-1.0
第三条	0	m	5	m	5	-1.0
凭空	0	n	5	n	5	-1.0
女医生	0	n	5	n	5	-1.0
发音	0	n	5	n	5	-1.0
郝浩	0	nr	5	nr	5	-1.0
搭话	0	v	5	v	5	-1.0
没法儿	0	l	5	l	5	-1.0
别着急	0	i	5	i	5	-1.0
不合理	0	n	5	n	5	-1.0
省里	0	s	5	s	5	-1.0
纸杯	0	n	5	n	5	-1.0
迟早会	0	nr	5	nr	5	-1.0
教养	0	n	5	n	5	-1.0
至诚	0	d	5	d	5	-1.0
大打出手	0	i	5	i	5	-1.0
长毛	0	n	5	n	5	-1.0
自顾自	0	d	5	d	5	-1.0
<	0	x	5	x	5	-1.0
>	0	x	5	x	5	-1.0
桌面	0	n	5	n	5	-1.0
守住	0	v	5	v	5	-1.0
翻脸	0	v	5	v	5	-1.0
取证	0	v	5	v	5	-1.0
劝慰	0	v	5	v	5	-1.0
样样	0	n	5	n	5	-1.0
变形	0	n	5	n	5	-1.0
中宪	0	j	5	j	5	-1.0
开除	0	v	5	v	5	-1.0
小区业主	0	n	5	n	5	-1.0
牛皮	0	n	5	n	5	-1.0
看能	0	v	5	v	5	-1.0
少妇	0	n	5	n	5	-1.0
相熟	0	a	5	a	5	-1.0
小姐姐	0	nr	5	nr	5	-1.0
狡辩	0	vd	5	vd	5	-1.0
高中同学	0	nt	5	nt	5	-1.0
可比	0	v	5	v	5	-1.0
大娘	0	n	5	n	5	-1.0
该死	0	v	5	v	5	-1.0
七大姑八大姨	0	l	5	l	5	-1.0
李成梁	0	nr	5	nr	5	-1.0
扫视	0	v	5	v	5	-1.0
稳住	0	v	5	v	5	-1.0
把柄	0	n	5	n	5	-1.0
不置可否	0	i	5	i	5	-1.0
干咳	0	v	5	v	5	-1.0
电话费	0	n	5	n	5	-1.0
俯身	0	v	5	v	5	-1.0
一屁股债	0	l	5	l	5	-1.0
圈子里	0	n	5	n	5	-1.0
hellokitty	0	eng	5	eng	5	-1.0
开去	0	v	5	v	5	-1.0
啰唆	0	v	5	v	5	-1.0
泥瓦匠	0	n	5	n	5	-1.0
伟哥	0	n	5	n	5	-1.0
保安队	0	n	5	n	5	-1.0
彪	0	q	5	q	5	-1.0
it	0	eng	5	eng	5	-1.0
政法	0	n	5	n	5	-1.0
干警	0	j	5	j	5	-1.0
多着呢	0	n	5	n	5	-1.0
鸡飞狗跳	0	i	5	i	5	-1.0
黄脸婆	0	nr	5	nr	5	-1.0
意向	0	n	5	n	5	-1.0
蚝	0	n	5	n	5	-1.0
本田	0	nz	5	nz	5	-1.0
店员	0	n	5	n	5	-1.0
执勤	0	vn	5	vn	5	-1.0
出厂价	0	n	5	n	5	-1.0
加价	0	v	5	v	5	-1.0
副局长	0	n	5	n	5	-1.0
救场	0	n	5	n	5	-1.0
电话卡	0	n	5	n	5	-1.0
唔	0	y	5	y	5	-1.0
懒洋洋	0	z	5	z	5	-1.0
房产证	0	j	5	j	5	-1.0
四万	0	m	5	m	5	-1.0
工作证	0	n	5	n	5	-1.0
责任制	0	n	5	n	5	-1.0
当仁不让	0	i	5	i	5	-1.0
马屁	0	nr	5	nr	5	-1.0
脑工	0	n	5	n	5	-1.0
婊子	0	n	5	n	5	-1.0
变心	0	v	5	v	5	-1.0
口香糖	0	n	5	n	5	-1.0
证婚	0	v	5	v	5	-1.0
师姐	0	nr	5	nr	5	-1.0
进进出出	0	v	5	v	5	-1.0
大包干	0	n	5	n	5	-1.0
刺耳	0	n	5	n	5	-1.0
混混儿	0	l	5	l	5	-1.0
区政府	0	n	5	n	5	-1.0
要住	0	v	5	v	5	-1.0
谢家	0	nrfg	5	nrfg	5	-1.0
修仙	0	nr	5	nr	5	-1.0
过来人	0	n	5	n	5	-1.0
小蚂蚁	0	l	5	l	5	-1.0
心急	0	a	5	a	5	-1.0
千佛洞	0	nr	5	nr	5	-1.0
道乔智	0	nr	5	nr	5	-1.0
得出结论	0	i	5	i	5	-1.0
小彤	0	z	5	z	5	-1.0
没辙	0	v	5	v	5	-1.0
马路边	0	nr	5	nr	5	-1.0
坐进	0	v	5	v	5	-1.0
模特	0	a	5	a	5	-1.0
图南	0	ns	5	ns	5	-1.0
猥琐男	0	nr	5	nr	5	-1.0
咖啡豆	0	n	5	n	5	-1.0
协警	0	n	5	n	5	-1.0
车边	0	s	5	s	5	-1.0
魏总	0	nr	5	nr	5	-1.0
立正	0	d	5	d	5	-1.0
揶揄	0	v	5	v	5	-1.0
保卫科	0	nz	5	nz	5	-1.0
赵杰	0	nr	5	nr	5	-1.0
违法犯罪	0	l	5	l	5	-1.0
算下来	0	l	5	l	5	-1.0
冲下来	0	v	5	v	5	-1.0
输入	0	v	5	v	5	-1.0
落实政策	0	l	5	l	5	-1.0
禁毒	0	v	5	v	5	-1.0
焦大	0	a	5	a	5	-1.0
耸耸肩	0	i	5	i	5	-1.0
声气	0	n	5	n	5	-1.0
综治办	0	n	5	n	5	-1.0
迟早	0	d	5	d	5	-1.0
几吨	0	m	5	m	5	-1.0
安生	0	an	5	an	5	-1.0
乔显宏	0	nr	5	nr	5	-1.0
欠下	0	v	5	v	5	-1.0
债务	0	n	5	n	5	-1.0
魏先生	0	nr	5	nr	5	-1.0
治安处罚	0	n	5	n	5	-1.0
通融	0	n	5	n	5	-1.0
苏联	0	ns	5	ns	5	-1.0
小规模	0	b	5	b	5	-1.0
闭嘴	0	v	5	v	5	-1.0
梁大	0	ns	5	ns	5	-1.0
如假包换	0	i	5	i	5	-1.0
稀元	0	n	5	n	5	-1.0
财务	0	n	5	n	5	-1.0
江小兰	0	nr	5	nr	5	-1.0
喃喃地	0	i	5	i	5	-1.0
两百	0	m	5	m	5	-1.0
审	0	v	5	v	5	-1.0
叹道	0	v	5	v	5	-1.0
勤杂工	0	n	5	n	5	-1.0
欣欣	0	a	5	a	5	-1.0
方便袋	0	n	5	n	5	-1.0
浴室	0	n	5	n	5	-1.0
安迪才	0	nr	5	nr	5	-1.0
凯特	0	nrt	5	nrt	5	-1.0
眨巴	0	v	5	v	5	-1.0
分厂	0	n	5	n	5	-1.0
小芳	0	nr	5	nr	5	-1.0
黄莺	0	nr	5	nr	5	-1.0
认识一下	0	i	5	i	5	-1.0
老谭	0	nr	5	nr	5	-1.0
搞好关系	0	l	5	l	5	-1.0
眼线	0	n	5	n	5	-1.0
清单	0	a	5	a	5	-1.0
章明松	0	nr	5	nr	5	-1.0
厅长	0	n	5	n	5	-1.0
五十块	0	m	5	m	5	-1.0
何松南	0	nr	5	nr	5	-1.0
拍摄者	0	n	5	n	5	-1.0
六院	0	j	5	j	5	-1.0
图册	0	n	5	n	5	-1.0
老罗	0	nr	5	nr	5	-1.0
歉	0	ng	5	ng	5	-1.0
酒会	0	n	5	n	5	-1.0
1700	0	m	5	m	5	-1.0
外语	0	n	5	n	5	-1.0
咖啡机	0	n	5	n	5	-1.0
话筒	0	n	5	n	5	-1.0
副经理	0	n	5	n	5	-1.0
失主	0	v	5	v	5	-1.0
维稳	0	v	5	v	5	-1.0
别跟我	0	nr	5	nr	5	-1.0
姜	0	nr	5	nr	5	-1.0
考评	0	v	5	v	5	-1.0
违法	0	vn	5	vn	5	-1.0
不讲道理	0	l	5	l	5	-1.0
祝英台	0	nr	5	nr	5	-1.0
徐丽	0	nr	5	nr	5	-1.0
作废	0	v	5	v	5	-1.0
反噬	0	v	5	v	5	-1.0
抢劫犯	0	l	5	l	5	-1.0
滚蛋	0	n	5	n	5	-1.0
拾掇	0	v	5	v	5	-1.0
陈子浩	0	nr	5	nr	5	-1.0
风云人物	0	i	5	i	5	-1.0
公安分局	0	n	5	n	5	-1.0
统计数据	0	n	5	n	5	-1.0
联邦德国	0	ns	5	ns	5	-1.0
士根	0	nr	5	nr	5	-1.0
陶陶	0	nr	5	nr	5	-1.0
音箱	0	n	5	n	5	-1.0
面包车	0	n	5	n	5	-1.0
陈画	0	n	5	n	5	-1.0
黄三	0	nr	5	nr	5	-1.0
斗篷	0	n	5	n	5	-1.0
哈密瓜	0	nr	5	nr	5	-1.0
箜篌	0	n	5	n	5	-1.0
二愣子	0	v	5	v	5	-1.0
罗格	0	nr	5	nr	5	-1.0
新区	0	ns	4	ns	4	-1.0
发展史	0	l	4	l	4	-1.0
佳话	0	n	4	n	4	-1.0
模范	0	n	4	n	4	-1.0
逝世	0	v	4	v	4	-1.0
风雨兼程	0	l	4	l	4	-1.0
一大口	0	m	4	m	4	-1.0
爱吃	0	a	4	a	4	-1.0
等同于	0	vi	4	vi	4	-1.0
委员会	0	n	4	n	4	-1.0
反悔	0	v	4	v	4	-1.0
不声不响	0	l	4	l	4	-1.0
600	0	m	4	m	4	-1.0
大雅	0	ns	4	ns	4	-1.0
陈列	0	nr	4	nr	4	-1.0
迄今为止	0	l	4	l	4	-1.0
精干	0	n	4	n	4	-1.0
西去	0	t	4	t	4	-1.0
卿	0	nr	4	nr	4	-1.0
伴儿	0	n	4	n	4	-1.0
一堵	0	m	4	m	4	-1.0
作画	0	n	4	n	4	-1.0
英寸	0	n	4	n	4	-1.0
惦念	0	v	4	v	4	-1.0
肉夹馍	0	n	4	n	4	-1.0
火神庙	0	n	4	n	4	-1.0
残垣断壁	0	i	4	i	4	-1.0
被贬	0	v	4	v	4	-1.0
庐山	0	ns	4	ns	4	-1.0
代表作	0	n	4	n	4	-1.0
飞檐	0	n	4	n	4	-1.0
歌厅	0	n	4	n	4	-1.0
喷涌	0	v	4	v	4	-1.0
深怕	0	a	4	a	4	-1.0
有限公司	0	n	4	n	4	-1.0
产业化	0	n	4	n	4	-1.0
瞩目	0	v	4	v	4	-1.0
工业	0	n	4	n	4	-1.0
多项	0	m	4	m	4	-1.0
较为	0	d	4	d	4	-1.0
婚姻生活	0	n	4	n	4	-1.0
如意	0	v	4	v	4	-1.0
内心世界	0	n	4	n	4	-1.0
星座	0	n	4	n	4	-1.0
老城	0	n	4	n	4	-1.0
三角	0	m	4	m	4	-1.0
迁	0	v	4	v	4	-1.0
砖墙	0	n	4	n	4	-1.0
周密	0	nr	4	nr	4	-1.0
灾区	0	n	4	n	4	-1.0
独创	0	v	4	v	4	-1.0
仪	0	ng	4	ng	4	-1.0
不落	0	v	4	v	4	-1.0
在天之灵	0	i	4	i	4	-1.0
暴风雨	0	nr	4	nr	4	-1.0
闲下来	0	l	4	l	4	-1.0
甚而	0	d	4	d	4	-1.0
包谷	0	n	4	n	4	-1.0
坨	0	q	4	q	4	-1.0
精细	0	a	4	a	4	-1.0
土特产	0	n	4	n	4	-1.0
待客	0	n	4	n	4	-1.0
瑰宝	0	n	4	n	4	-1.0
一栋	0	m	4	m	4	-1.0
掌	0	v	4	v	4	-1.0
两条腿	0	n	4	n	4	-1.0
买回来	0	l	4	l	4	-1.0
铁架子	0	n	4	n	4	-1.0
小买卖	0	l	4	l	4	-1.0
铿锵	0	o	4	o	4	-1.0
憨厚	0	a	4	a	4	-1.0
同乡	0	n	4	n	4	-1.0
具	0	v	4	v	4	-1.0
清水河	0	ns	4	ns	4	-1.0
风土人情	0	i	4	i	4	-1.0
大鱼	0	n	4	n	4	-1.0
灭绝	0	v	4	v	4	-1.0
破败	0	v	4	v	4	-1.0
几道	0	m	4	m	4	-1.0
轰	0	v	4	v	4	-1.0
懒腰	0	v	4	v	4	-1.0
火力	0	n	4	n	4	-1.0
炉	0	n	4	n	4	-1.0
板块	0	n	4	n	4	-1.0
对接	0	v	4	v	4	-1.0
稀缺	0	a	4	a	4	-1.0
生产力	0	n	4	n	4	-1.0
转入	0	v	4	v	4	-1.0
此中	0	r	4	r	4	-1.0
归去	0	v	4	v	4	-1.0
无一例外	0	l	4	l	4	-1.0
神采	0	n	4	n	4	-1.0
大寿	0	n	4	n	4	-1.0
国有	0	b	4	b	4	-1.0
不务正业	0	n	4	n	4	-1.0
改行	0	v	4	v	4	-1.0
诚实	0	a	4	a	4	-1.0
赞赏	0	v	4	v	4	-1.0
桑	0	nr	4	nr	4	-1.0
亮子	0	n	4	n	4	-1.0
步枪	0	n	4	n	4	-1.0
十来个	0	d	4	d	4	-1.0
串串	0	n	4	n	4	-1.0
社交	0	n	4	n	4	-1.0
络绎不绝	0	i	4	i	4	-1.0
人生哲理	0	i	4	i	4	-1.0
迟钝	0	a	4	a	4	-1.0
合十	0	v	4	v	4	-1.0
就势	0	d	4	d	4	-1.0
未有	0	v	4	v	4	-1.0
自卑感	0	n	4	n	4	-1.0
劳碌	0	a	4	a	4	-1.0
审美	0	vn	4	vn	4	-1.0
花园里	0	nr	4	nr	4	-1.0
东街	0	ns	4	ns	4	-1.0
诱发	0	v	4	v	4	-1.0
转换	0	v	4	v	4	-1.0
深思	0	n	4	n	4	-1.0
原址	0	n	4	n	4	-1.0
好学	0	n	4	n	4	-1.0
功名	0	n	4	n	4	-1.0
萌生	0	v	4	v	4	-1.0
磨面	0	n	4	n	4	-1.0
还原	0	v	4	v	4	-1.0
秸秆	0	n	4	n	4	-1.0
留心	0	v	4	v	4	-1.0
二者	0	n	4	n	4	-1.0
内敛	0	v	4	v	4	-1.0
撞倒	0	v	4	v	4	-1.0
难以置信	0	i	4	i	4	-1.0
决然	0	d	4	d	4	-1.0
年幼	0	j	4	j	4	-1.0
谷仓	0	nr	4	nr	4	-1.0
各路	0	r	4	r	4	-1.0
风调雨顺	0	i	4	i	4	-1.0
连在一起	0	l	4	l	4	-1.0
风化	0	n	4	n	4	-1.0
船上	0	s	4	s	4	-1.0
喋喋不休	0	i	4	i	4	-1.0
列入	0	v	4	v	4	-1.0
名录	0	n	4	n	4	-1.0
碗筷	0	n	4	n	4	-1.0
夹带	0	n	4	n	4	-1.0
饕餮	0	n	4	n	4	-1.0
面馆	0	n	4	n	4	-1.0
十块钱	0	nz	4	nz	4	-1.0
上千	0	m	4	m	4	-1.0
主体	0	n	4	n	4	-1.0
神农	0	nz	4	nz	4	-1.0
烟酒	0	n	4	n	4	-1.0
捋	0	v	4	v	4	-1.0
摆正	0	v	4	v	4	-1.0
倒退	0	v	4	v	4	-1.0
安然无恙	0	i	4	i	4	-1.0
皮囊	0	n	4	n	4	-1.0
花枝	0	n	4	n	4	-1.0
钟声	0	nr	4	nr	4	-1.0
建树	0	n	4	n	4	-1.0
国旗	0	n	4	n	4	-1.0
熬夜	0	v	4	v	4	-1.0
了想	0	v	4	v	4	-1.0
嘘	0	v	4	v	4	-1.0
一经	0	d	4	d	4	-1.0
耐用	0	a	4	a	4	-1.0
挡箭牌	0	n	4	n	4	-1.0
心口	0	s	4	s	4	-1.0
感同身受	0	l	4	l	4	-1.0
鼻子眼睛	0	n	4	n	4	-1.0
单单	0	a	4	a	4	-1.0
永别	0	d	4	d	4	-1.0
无味	0	d	4	d	4	-1.0
含着泪	0	n	4	n	4	-1.0
后顾之忧	0	i	4	i	4	-1.0
赏识	0	v	4	v	4	-1.0
支教	0	n	4	n	4	-1.0
哪他	0	r	4	r	4	-1.0
这辈	0	r	4	r	4	-1.0
上席	0	v	4	v	4	-1.0
杀猪	0	v	4	v	4	-1.0
红白喜事	0	n	4	n	4	-1.0
广义	0	ns	4	ns	4	-1.0
排名	0	v	4	v	4	-1.0
素有	0	v	4	v	4	-1.0
源自	0	v	4	v	4	-1.0
简称	0	v	4	v	4	-1.0
山丁子	0	nr	4	nr	4	-1.0
嘚	0	y	4	y	4	-1.0
瑟	0	ng	4	ng	4	-1.0
日记本	0	n	4	n	4	-1.0
五体投地	0	i	4	i	4	-1.0
多愁善感	0	l	4	l	4	-1.0
国庆节	0	t	4	t	4	-1.0
监督	0	vn	4	vn	4	-1.0
身价	0	n	4	n	4	-1.0
冷却	0	v	4	v	4	-1.0
态	0	n	4	n	4	-1.0
人生在世	0	l	4	l	4	-1.0
轻松愉快	0	z	4	z	4	-1.0
黄果树	0	nr	4	nr	4	-1.0
充	0	v	4	v	4	-1.0
害虫	0	n	4	n	4	-1.0
了嘴	0	v	4	v	4	-1.0
炮火	0	n	4	n	4	-1.0
十五年	0	m	4	m	4	-1.0
嵌	0	v	4	v	4	-1.0
小女儿	0	nr	4	nr	4	-1.0
损毁	0	v	4	v	4	-1.0
何曾	0	nr	4	nr	4	-1.0
强壮	0	a	4	a	4	-1.0
放炮	0	n	4	n	4	-1.0
挺身而出	0	i	4	i	4	-1.0
送上	0	v	4	v	4	-1.0
心服口服	0	i	4	i	4	-1.0
砂糖	0	n	4	n	4	-1.0
噙	0	v	4	v	4	-1.0
同龄	0	n	4	n	4	-1.0
亮光	0	n	4	n	4	-1.0
生皮	0	n	4	n	4	-1.0
必胜	0	v	4	v	4	-1.0
千方百计	0	i	4	i	4	-1.0
变老	0	vn	4	vn	4	-1.0
牵头	0	v	4	v	4	-1.0
榨油	0	n	4	n	4	-1.0
核桃油	0	n	4	n	4	-1.0
买饭	0	v	4	v	4	-1.0
进程	0	n	4	n	4	-1.0
喂猪	0	v	4	v	4	-1.0
堆积	0	v	4	v	4	-1.0
穷苦	0	a	4	a	4	-1.0
余年	0	m	4	m	4	-1.0
文庙	0	n	4	n	4	-1.0
优良	0	z	4	z	4	-1.0
爱好者	0	n	4	n	4	-1.0
鸣叫声	0	nrfg	4	nrfg	4	-1.0
看守	0	v	4	v	4	-1.0
天长日久	0	i	4	i	4	-1.0
两包	0	m	4	m	4	-1.0
风景线	0	n	4	n	4	-1.0
心窝	0	n	4	n	4	-1.0
赵家	0	nrfg	4	nrfg	4	-1.0
上过	0	v	4	v	4	-1.0
街景	0	n	4	n	4	-1.0
决不	0	d	4	d	4	-1.0
遵照	0	v	4	v	4	-1.0
挤满	0	v	4	v	4	-1.0
屈服	0	n	4	n	4	-1.0
的直	0	d	4	d	4	-1.0
摇摇欲坠	0	i	4	i	4	-1.0
佛祖	0	n	4	n	4	-1.0
善事	0	n	4	n	4	-1.0
做好事	0	n	4	n	4	-1.0
四通八达	0	i	4	i	4	-1.0
搬运	0	v	4	v	4	-1.0
满面	0	n	4	n	4	-1.0
痰	0	n	4	n	4	-1.0
复活	0	vn	4	vn	4	-1.0
明明白白	0	z	4	z	4	-1.0
散场	0	n	4	n	4	-1.0
年来	0	t	4	t	4	-1.0
所为	0	c	4	c	4	-1.0
地地道道	0	n	4	n	4	-1.0
多多	0	m	4	m	4	-1.0
囔囔	0	v	4	v	4	-1.0
健步如飞	0	l	4	l	4	-1.0
青筋	0	n	4	n	4	-1.0
白霜	0	nr	4	nr	4	-1.0
喝下去	0	v	4	v	4	-1.0
职员	0	n	4	n	4	-1.0
握紧	0	v	4	v	4	-1.0
秋末	0	t	4	t	4	-1.0
真多	0	d	4	d	4	-1.0
长住	0	v	4	v	4	-1.0
呛	0	v	4	v	4	-1.0
功名利禄	0	n	4	n	4	-1.0
花姑娘	0	nr	4	nr	4	-1.0
戳穿	0	v	4	v	4	-1.0
马儿	0	nr	4	nr	4	-1.0
撒欢	0	v	4	v	4	-1.0
嘘寒问暖	0	i	4	i	4	-1.0
皮鞋	0	n	4	n	4	-1.0
晚年	0	t	4	t	4	-1.0
不加	0	d	4	d	4	-1.0
刻薄	0	a	4	a	4	-1.0
耳语	0	n	4	n	4	-1.0
来来往往	0	i	4	i	4	-1.0
多姿多彩	0	i	4	i	4	-1.0
坐定	0	v	4	v	4	-1.0
德高望重	0	i	4	i	4	-1.0
风趣	0	n	4	n	4	-1.0
看头	0	v	4	v	4	-1.0
胜任	0	n	4	n	4	-1.0
时段	0	n	4	n	4	-1.0
苹果树	0	n	4	n	4	-1.0
出售	0	vn	4	vn	4	-1.0
学家	0	n	4	n	4	-1.0
拥护	0	v	4	v	4	-1.0
另类	0	n	4	n	4	-1.0
眼皮底下	0	l	4	l	4	-1.0
二十九	0	m	4	m	4	-1.0
侵犯	0	v	4	v	4	-1.0
十全十美	0	nz	4	nz	4	-1.0
迷惑	0	v	4	v	4	-1.0
实实在在	0	z	4	z	4	-1.0
用手	0	n	4	n	4	-1.0
鼻息	0	n	4	n	4	-1.0
西夏	0	ns	4	ns	4	-1.0
班车	0	n	4	n	4	-1.0
轿	0	n	4	n	4	-1.0
上房	0	n	4	n	4	-1.0
白白净净	0	z	4	z	4	-1.0
心软	0	a	4	a	4	-1.0
竣工	0	v	4	v	4	-1.0
园内	0	s	4	s	4	-1.0
建有	0	v	4	v	4	-1.0
耳濡目染	0	i	4	i	4	-1.0
周周	0	t	4	t	4	-1.0
赏花	0	n	4	n	4	-1.0
乙	0	n	4	n	4	-1.0
设计师	0	n	4	n	4	-1.0
多他	0	r	4	r	4	-1.0
名贵	0	n	4	n	4	-1.0
静下来	0	l	4	l	4	-1.0
深信不疑	0	i	4	i	4	-1.0
省事	0	n	4	n	4	-1.0
无动于衷	0	i	4	i	4	-1.0
朱鸿兴	0	nr	4	nr	4	-1.0
山村里	0	nrt	4	nrt	4	-1.0
数百年	0	m	4	m	4	-1.0
大前年	0	t	4	t	4	-1.0
男女老少	0	l	4	l	4	-1.0
共产主义	0	n	4	n	4	-1.0
阳历	0	n	4	n	4	-1.0
吧嗒	0	o	4	o	4	-1.0
写作水平	0	n	4	n	4	-1.0
人情冷暖	0	i	4	i	4	-1.0
他个	0	r	4	r	4	-1.0
致谢	0	v	4	v	4	-1.0
一路顺风	0	l	4	l	4	-1.0
水产	0	n	4	n	4	-1.0
宜人	0	nrt	4	nrt	4	-1.0
尤物	0	nr	4	nr	4	-1.0
炮米花	0	n	4	n	4	-1.0
水稻	0	n	4	n	4	-1.0
筛子	0	n	4	n	4	-1.0
米面	0	n	4	n	4	-1.0
百倍	0	m	4	m	4	-1.0
珍爱	0	a	4	a	4	-1.0
天有不测风云	0	i	4	i	4	-1.0
口头禅	0	n	4	n	4	-1.0
父爱	0	n	4	n	4	-1.0
傅聪	0	nr	4	nr	4	-1.0
淘气	0	v	4	v	4	-1.0
东南角	0	f	4	f	4	-1.0
炎黄子孙	0	n	4	n	4	-1.0
收看	0	v	4	v	4	-1.0
2018	0	m	4	m	4	-1.0
年度人物	0	n	4	n	4	-1.0
谢芳	0	nr	4	nr	4	-1.0
重伤	0	a	4	a	4	-1.0
逗留	0	v	4	v	4	-1.0
读书人	0	n	4	n	4	-1.0
开创	0	v	4	v	4	-1.0
秘诀	0	n	4	n	4	-1.0
玫瑰花	0	n	4	n	4	-1.0
一事	0	n	4	n	4	-1.0
独身	0	v	4	v	4	-1.0
别太	0	nr	4	nr	4	-1.0
回礼	0	v	4	v	4	-1.0
精神支柱	0	i	4	i	4	-1.0
去上	0	t	4	t	4	-1.0
热闹非凡	0	l	4	l	4	-1.0
城隍庙	0	ns	4	ns	4	-1.0
眼球	0	n	4	n	4	-1.0
拐弯处	0	i	4	i	4	-1.0
通宵	0	n	4	n	4	-1.0
黍秸	0	n	4	n	4	-1.0
涌上	0	v	4	v	4	-1.0
演唱	0	v	4	v	4	-1.0
临街	0	ns	4	ns	4	-1.0
打烊	0	v	4	v	4	-1.0
身体状况	0	n	4	n	4	-1.0
坏蛋	0	n	4	n	4	-1.0
功德无量	0	i	4	i	4	-1.0
哪位	0	r	4	r	4	-1.0
救济	0	n	4	n	4	-1.0
贫寒	0	a	4	a	4	-1.0
与世隔绝	0	l	4	l	4	-1.0
胡言乱语	0	i	4	i	4	-1.0
佳作	0	n	4	n	4	-1.0
大石	0	n	4	n	4	-1.0
潜心	0	n	4	n	4	-1.0
一丝一毫	0	m	4	m	4	-1.0
惧	0	v	4	v	4	-1.0
率性	0	d	4	d	4	-1.0
知足常乐	0	i	4	i	4	-1.0
真得	0	d	4	d	4	-1.0
把持	0	v	4	v	4	-1.0
的刚	0	d	4	d	4	-1.0
乘机	0	n	4	n	4	-1.0
加倍	0	m	4	m	4	-1.0
音调	0	n	4	n	4	-1.0
坏处	0	n	4	n	4	-1.0
多长	0	n	4	n	4	-1.0
由不得	0	l	4	l	4	-1.0
立在	0	d	4	d	4	-1.0
纵身	0	v	4	v	4	-1.0
跃	0	v	4	v	4	-1.0
银子	0	n	4	n	4	-1.0
宝藏	0	nr	4	nr	4	-1.0
寸金难买	0	l	4	l	4	-1.0
司马光	0	nr	4	nr	4	-1.0
香格里拉	0	nrt	4	nrt	4	-1.0
去时	0	t	4	t	4	-1.0
好久没	0	i	4	i	4	-1.0
报喜	0	v	4	v	4	-1.0
拖延	0	v	4	v	4	-1.0
忠告	0	n	4	n	4	-1.0
那辆	0	mq	4	mq	4	-1.0
绞尽脑汁	0	i	4	i	4	-1.0
加班加点	0	n	4	n	4	-1.0
盈利	0	n	4	n	4	-1.0
眼界	0	n	4	n	4	-1.0
前列	0	v	4	v	4	-1.0
起义	0	v	4	v	4	-1.0
妄想	0	v	4	v	4	-1.0
光环	0	n	4	n	4	-1.0
哲人	0	n	4	n	4	-1.0
废黜	0	v	4	v	4	-1.0
坦途	0	n	4	n	4	-1.0
谷物	0	n	4	n	4	-1.0
不懈努力	0	l	4	l	4	-1.0
一成不变	0	i	4	i	4	-1.0
作息	0	n	4	n	4	-1.0
可走	0	v	4	v	4	-1.0
少些	0	m	4	m	4	-1.0
手枪	0	n	4	n	4	-1.0
体温	0	n	4	n	4	-1.0
喷	0	v	4	v	4	-1.0
痛心疾首	0	i	4	i	4	-1.0
二十一	0	m	4	m	4	-1.0
衣食无忧	0	i	4	i	4	-1.0
隔三岔五	0	l	4	l	4	-1.0
鹤壁	0	ns	4	ns	4	-1.0
地界	0	n	4	n	4	-1.0
方知	0	n	4	n	4	-1.0
驼背	0	n	4	n	4	-1.0
年少时	0	n	4	n	4	-1.0
脏乱	0	n	4	n	4	-1.0
习性	0	n	4	n	4	-1.0
一目了然	0	i	4	i	4	-1.0
严实	0	ad	4	ad	4	-1.0
并不比	0	v	4	v	4	-1.0
皇	0	n	4	n	4	-1.0
临走前	0	b	4	b	4	-1.0
抠门	0	a	4	a	4	-1.0
显露	0	v	4	v	4	-1.0
下流	0	v	4	v	4	-1.0
一面之缘	0	i	4	i	4	-1.0
哪是	0	c	4	c	4	-1.0
口令	0	n	4	n	4	-1.0
也常	0	d	4	d	4	-1.0
日积月累	0	i	4	i	4	-1.0
提携	0	v	4	v	4	-1.0
同组	0	n	4	n	4	-1.0
抢到	0	v	4	v	4	-1.0
凌厉	0	nr	4	nr	4	-1.0
一再嘱咐	0	l	4	l	4	-1.0
转交	0	v	4	v	4	-1.0
