HGJ_level_1.1_Word	HGJ_level_1.2_Word	HGJ_level_1.3_Word	HGJ_level_2_Word	HGJ_level_3_Word	HGJ_level_4_Word		
			转化	头衔			
			转换	头晕			
			转让	投机			
			转向	投票			
			转移	投身			
			转	投降			
			转动	透过			
			赚	透支			
			赚钱	凸			
			装备	凸显			
			装饰	秃			
			装修	突发			
			装置	突击			
			壮观	突破口			
			撞	图表			
			追究	图像			
			追求	图纸			
			准时	徒步			
			捉	涂			
			咨询	屠杀			
			资本	土匪			
			资产	土壤			
			资料	团聚			
			资源	团员			
			自助	团圆			
			子弹	推测			
			仔细	推辞			
			紫	推断			
			自	推翻			
			自豪	推荐			
			自来水	推理			
			自杀	推敲			
			自我	推算			
			自信	推移			
			自学	退回			
			自言自语	退缩			
			自愿	退休金			
			自在	退学			
			字母	退役			
			宗教	拖累			
			综合	拖欠			
			总部	拖延			
			总裁	脱落			
			总共	妥当			
			总监	妥善			
			总经理	妥协			
			总量	拓展			
			总数	挖掘			
			总算	挖苦			
			总体	瓦			
			总统	歪			
			总之	歪曲			
			走私	外表			
			奏	外公			
			租金	外行			
			足	外号			
			足以	外籍			
			族	外贸			
			族	外婆			
			阻碍	外企			
			阻止	外套			
			组长	外形			
			祖父	丸			
			祖国	完备			
			祖母	完毕			
			钻	完蛋			
			最初	完好			
			最佳	玩耍			
			最终	顽固			
			罪	挽			
			罪恶	挽回			
			醉	挽救			
			尊敬	晚间			
			尊重	晚年			
			遵守	晚期			
			作	万分			
			作出	汪洋			
			作废	王国			
			作战	网点			
			座谈会	网民			
			做饭	往常			
			做客	往返			
			做梦	往日			
				往事			
				妄想			
				忘不了			
				忘掉			
				旺			
				旺季			
				旺盛			
				望			
				望远镜			
				危及			
				危急			
				威力			
				威信			
				微观			
				微妙			
				微弱			
				为人			
				违背			
				违约			
				违章			
				围墙			
				唯			
				唯独			
				伪造			
				尾气			
				尾声			
				委屈			
				委婉			
				委员			
				委员会			
				萎缩			
				卫视			
				未			
				未成年人			
				未经			
				未免			
				位子			
				畏惧			
				胃口			
				喂养			
				温泉			
				温柔			
				温室			
				温馨			
				文			
				文具			
				文科			
				文盲			
				文凭			
				文人			
				文物			
				文献			
				文雅			
				闻名			
				蚊帐			
				蚊子			
				吻			
				吻合			
				稳固			
				稳健			
				稳妥			
				稳重			
				问卷			
				问世			
				窝			
				卧			
				屋顶			
				无不			
				无偿			
				无非			
				无辜			
				无家可归			
				无可奈何			
				无力			
				无论如何			
				无能			
				无情			
				无穷			
				无私			
				无条件			
				无线			
				无线电			
				无形			
				无意			
				无知			
				五星级			
				武力			
				武装			
				侮辱			
				捂			
				舞厅			
				勿			
				务必			
				务实			
				物体			
				误差			
				误导			
				误区			
				雾			
				吸毒			
				吸纳			
				吸取			
				昔日			
				稀			
				稀奇			
				稀少			
				熄火			
				膝盖			
				习俗			
				席			
				媳妇			
				洗涤灵			
				喜好			
				喜剧			
				喜怒哀乐			
				喜庆			
				喜事			
				喜悦			
				细腻			
				细心			
				虾			
				瞎			
				峡谷			
				狭小			
				狭窄			
				下跌			
				下岗			
				下功夫			
				下决心			
				下令			
				下落			
				下期			
				下棋			
				下山			
				下手			
				下属			
				下台			
				下乡			
				下旬			
				下游			
				吓唬			
				吓人			
				夏令营			
				仙女			
				先天			
				纤维			
				掀			
				掀起			
				鲜活			
				鲜血			
				弦			
				衔接			
				嫌疑			
				显赫			
				显示器			
				显现			
				显眼			
				现成			
				现任			
				现行			
				限			
				限定			
				限度			
				限于			
				线条			
				宪法			
				陷			
				馅儿			
				羡慕			
				献血			
				乡亲			
				乡下			
				相伴			
				相比之下			
				相差			
				相传			
				相当于			
				相对			
				相继			
				相连			
				相识			
				相通			
				相遇			
				相约			
				香水儿			
				香味			
				香烟			
				香油			
				详尽			
				祥和			
				享			
				享有			
				响亮			
				响起			
				向来			
				向往			
				向着			
				项链			
				像样			
				橡胶			
				橡皮			
				削			
				消			
				萧条			
				销			
				销毁			
				销量			
				潇洒			
				小丑			
				小贩			
				小看			
				小康			
				小路			
				小品			
				小气			
				小区			
				小人			
				小提琴			
				小溪			
				小心翼翼			
				孝敬			
				肖像			
				效力			
				效益			
				协定			
				协同			
				协作			
				邪			
				携带			
				携手			
				泄			
				泄漏			
				泄露			
				泻			
				卸			
				心爱			
				心得			
				心里话			
				心目			
				心声			
				心事			
				心思			
				心血			
				心眼儿			
				心意			
				芯片			
				辛勤			
				欣慰			
				欣喜			
				新房			
				新款			
				新奇			
				新生			
				新式			
				新手			
				新颖			
				信贷			
				信件			
				信赖			
				信誉			
				兴奋剂			
				兴建			
				兴起			
				刑法			
				行驶			
				行政			
				行走			
				醒来			
				醒目			
				醒悟			
				兴高采烈			
				兴致			
				幸好			
				幸亏			
				性命			
				性情			
				姓氏			
				凶猛			
				雄厚			
				修订			
				修路			
				修正			
				羞愧			
				绣			
				锈			
				嗅觉			
				须			
				虚			
				虚			
				虚假			
				虚拟			
				虚弱			
				虚伪			
				需			
				徐徐			
				许			
				许可证			
				序			
				序幕			
				叙述			
				续			
				宣称			
				宣告			
				宣誓			
				宣言			
				宣扬			
				喧闹			
				玄			
				悬挂			
				悬念			
				悬殊			
				悬崖			
				旋律			
				选民			
				选用			
				炫耀			
				削弱			
				穴位			
				学说			
				学堂			
				学业			
				血压			
				血缘			
				勋章			
				熏			
				熏陶			
				寻			
				寻常			
				寻觅			
				巡逻			
				训			
				丫头			
				压缩			
				压抑			
				押			
				鸦雀无声			
				牙齿			
				牙膏			
				芽			
				哑			
				淹			
				延			
				延误			
				严谨			
				严禁			
				严峻			
				严密			
				岩石			
				炎热			
				炎症			
				沿岸			
				沿途			
				沿线			
				研讨			
				衍生			
				掩盖			
				掩护			
				掩饰			
				眼红			
				眼界			
				眼神			
				眼下			
				演变			
				演播室			
				演技			
				演练			
				演示			
				演说			
				演戏			
				厌烦			
				咽			
				艳丽			
				验			
				验收			
				验证			
				焰火			
				燕子			
				扬			
				杨树			
				洋溢			
				养活			
				养老金			
				养老院			
				养生			
				养殖			
				氧			
				痒			
				样本			
				样品			
				妖怪			
				邀			
				窑			
				谣言			
				摇滚			
				遥控			
				遥远			
				药材			
				药方			
				要不			
				要不是			
				要点			
				要紧			
				要命			
				钥匙			
				耀眼			
				也就是说			
				野蛮			
				野兽			
				野外			
				野心			
				野营			
				服务业			
				业绩			
				夜班			
				夜晚			
				液晶			
				液体			
				一把手			
				一线			
				一一			
				伊斯兰教			
				医务			
				依			
				依托			
				依依不舍			
				一刹那			
				一大早			
				一动不动			
				一个劲儿			
				一面			
				一事无成			
				一味			
				一系列			
				一阵			
				仪表			
				姨			
				移交			
				移植			
				遗留			
				遗体			
				遗忘			
				遗址			
				遗嘱			
				疑点			
				疑惑			
				疑虑			
				以			
				以免			
				以至于			
				以致			
				倚			
				一长一短			
				一帆风顺			
				一回事			
				一家人			
				一经			
				一举			
				一卡通			
				一连			
				一连串			
				一年到头			
				一旁			
				一手			
				一塌糊涂			
				一体			
				一天到晚			
				一头			
				一心			
				一眼			
				一早			
				义工			
				议			
				议程			
				亦			
				异口同声			
				异性			
				异议			
				抑郁			
				抑郁症			
				抑制			
				译			
				易拉罐			
				意料			
				意图			
				意向			
				溢			
				毅然			
				音响			
				银幕			
				银牌			
				引发			
				引领			
				引入			
				引用			
				饮水			
				饮用水			
				隐蔽			
				隐患			
				隐瞒			
				隐约			
				瘾			
				印证			
				英俊			
				婴儿			
				鹰			
				迎			
				迎合			
				盈利			
				营救			
				营造			
				影像			
				应付			
				应聘			
				应邀			
				映			
				硬币			
				硬盘			
				拥挤			
				庸俗			
				永不			
				永恒			
				永久			
				勇于			
				涌			
				涌现			
				用餐			
				用功			
				用力			
				用人			
				用意			
				优			
				优化			
				优雅			
				优异			
				优越			
				忧愁			
				忧虑			
				忧郁			
				悠久			
				悠闲			
				由此可见			
				邮编			
				邮政			
				犹如			
				犹豫不决			
				油画			
				游览			
				友情			
				友人			
				有待			
				有毒			
				有机			
				有所			
				有望			
				有效期			
				有幸			
				有序			
				有益			
				有意			
				有助于			
				幼稚			
				诱发			
				诱惑			
				诱人			
				余			
				余地			
				渔船			
				渔民			
				愚蠢			
				舆论			
				与此同时			
				与否			
				与其			
				与众不同			
				予以			
				宇宙			
				羽绒服			
				语气			
				浴室			
				预定			
				预告			
				预见			
				预料			
				预赛			
				预示			
				预售			
				预算			
				预先			
				预言			
				欲望			
				遇难			
				遇上			
				寓言			
				寓意			
				愈来愈			
				冤			
				冤枉			
				渊源			
				元首			
				元宵节			
				原本			
				原材料			
				原地			
				原型			
				圆形			
				缘分			
				源泉			
				源头			
				源于			
				远程			
				院士			
				月初			
				月票			
				乐器			
				岳父			
				岳母			
				越发			
				越过			
				晕倒			
				孕妇			
				运河			
				运送			
				运营			
				运转			
				酝酿			
				韵味			
				蕴藏			
				杂技			
				砸			
				栽			
				栽培			
				宰			
				再现			
				在线			
				在意			
				载体			
				攒			
				暂			
				赞美			
				赞叹			
				赞同			
				赞许			
				赞扬			
				葬			
				早年			
				早日			
				枣			
				造福			
				造假			
				造价			
				造就			
				噪声			
				噪音			
				则			
				责备			
				责怪			
				贼			
				增收			
				增添			
				赠			
				渣子			
				闸			
				炸			
				眨眼			
				诈骗			
				窄			
				债务			
				占卜			
				沾			
				粘			
				斩			
				展出			
				展览会			
				展望			
				崭新			
				占用			
				站立			
				张贴			
				张扬			
				长辈			
				长相			
				帐篷			
				帐子			
				账单			
				账号			
				胀			
				招标			
				招待			
				招待会			
				招募			
				招牌			
				招收			
				招数			
				着火			
				沼泽			
				召集			
				兆头			
				照常			
				照例			
				照料			
				照明			
				罩			
				肇事			
				折腾			
				遮			
				折合			
				折扣			
				折磨			
				折射			
				这会儿			
				这样一来			
				针灸			
				侦察			
				珍藏			
				真假			
				真空			
				真情			
				真心			
				诊所			
				枕头			
				阵容			
				阵营			
				振奋			
				振兴			
				震			
				震动			
				震撼			
				镇			
				争吵			
				争端			
				争执			
				征			
				征集			
				征收			
				挣扎			
				睁			
				蒸			
				拯救			
				整合			
				整洁			
				正面			
				正视			
				正直			
				正宗			
				证人			
				郑重			
				之			
				之			
				之所以			
				支票			
				支柱			
				汁			
				芝麻			
				芝士			
				知己			
				知觉			
				知识分子			
				知足			
				肢体			
				脂肪			
				执法			
				执意			
				执照			
				执著			
				直达			
				直观			
				直径			
				直觉			
				直至			
				值钱			
				职权			
				职业病			
				职员			
				旨在			
				指点			
				指令			
				指南			
				指南针			
				指望			
				指向			
				指引			
				至此			
				至关重要			
				制			
				制裁			
				制服			
				制品			
				制止			
				质地			
				质疑			
				治愈			
				致辞			
				致富			
				致敬			
				致力于			
				致命			
				致使			
				秩序			
				智商			
				滞后			
				滞留			
				置			
				中国画			
				中立			
				中途			
				中型			
				中旬			
				中止			
				忠诚			
				忠实			
				忠于			
				忠贞			
				终究			
				终生			
				衷心			
				种族			
				仲裁			
				众人			
				重量级			
				重任			
				重伤			
				重心			
				周边			
				周到			
				周密			
				昼夜			
				皱			
				朱红			
				株			
				诸多			
				竹竿			
				逐年			
				主			
				主编			
				主妇			
				主力			
				主权			
				主人公			
				主食			
				主演			
				主页			
				主义			
				主宰			
				拄			
				嘱咐			
				瞩目			
				助威			
				住处			
				住宿			
				住址			
				注			
				注定			
				注入			
				筑			
				爪子			
				拽			
				专程			
				专栏			
				专人			
				专职			
				专注			
				砖			
				转播			
				转达			
				转机			
				转身			
				转弯			
				转型			
				转学			
				转眼			
				转载			
				转折			
				转折点			
				传			
				传记			
				庄稼			
				庄严			
				桩			
				装扮			
				壮			
				壮大			
				壮丽			
				状元			
				撞击			
				幢			
				追赶			
				追问			
				追踪			
				坠			
				准许			
				准则			
				捉迷藏			
				卓越			
				着力			
				着实			
				着手			
				着想			
				着眼			
				着眼于			
				着重			
				姿势			
				姿态			
				资本主义			
				资深			
				资讯			
				滋味			
				子弟			
				子孙			
				自卑			
				自称			
				自发			
				自费			
				自理			
				自立			
				自然界			
				自如			
				自私			
				自卫			
				自信心			
				自行			
				自由自在			
				自助			
				自尊心			
				字幕			
				字眼			
				宗			
				宗旨			
				总的来说			
				总额			
				总计			
				纵容			
				走后门儿			
				走近			
				走廊			
				揍			
				租赁			
				足迹			
				阻挡			
				阻拦			
				阻力			
				阻挠			
				组建			
				组装			
				祖先			
				祖宗			
				钻研			
				钻石			
				嘴巴			
				嘴唇			
				罪犯			
				尊贵			
				尊严			
				遵循			
				遵照			
				琢磨			
				作弊			
				作风			
				作客			
				作物			
				作证			
				坐落			
				座谈			
				座右铭			
				做生意			
